Pair_type	miRNA_loci	Canonical_miRNA_ID	Canonical_Seq_ID	Chr	H_start	H_end	Strand	miRNA_A	Seq_ID_A	miRNA_B	Seq_ID_B	Pearson_r	Pearson_p	Library_Jaccard	Shared_libraries	Union_libraries	Libraries_A	Libraries_B
canonical-isomiR	gma-miR162c	gma-miR162c	miR4_R751_L21	17	9945665	9945749	+	gma-miR162c	miR4_R751_L21	gma-miR162c.v1	miR887_R5_L22	-0.30462053369226877	0.39210972559266755	0.0	0	756	751	5
canonical-isomiR	gma-miR162d	gma-miR162d	miR72_R275_L21	17	9945420	9945749	+	gma-miR162d	miR72_R275_L21	gma-miR162d.v1	miR237_R56_L22	-0.42262740942043203	0.22368673586019322	0.0	0	331	275	56
canonical-isomiR	gma-miR164a	gma-miR164a	miR30_R527_L21	19	51168162	51168238	+	gma-miR164a	miR30_R527_L21	gma-miR164a.v1	miR238_R56_L20	-0.33061014154086393	0.35079008580921267	0.0	0	583	527	56
canonical-isomiR	gma-miR164a	gma-miR164a-3p	miR322_R33_L21	19	51168162	51168238	+	gma-miR164a-3p	miR322_R33_L21	gma-miR164a-3p.v1	miR865_R6_L22	0.9598921390907804	1.0785460047036821e-05	0.0	0	39	33	6
canonical-isomiR	gma-miR164b	gma-miR164b	miR238_R56_L20	10	1715117	1715195	+	gma-miR164b	miR238_R56_L20	gma-miR164b.v1	miR30_R527_L21	-0.33061014154086393	0.35079008580921267	0.0	0	583	56	527
canonical-isomiR	gma-miR164b	gma-miR164b-3p	miR322_R33_L21	10	1715117	1715195	+	gma-miR164b-3p	miR322_R33_L21	gma-miR164b-3p.v1	miR865_R6_L22	0.9598921390907804	1.0785460047036821e-05	0.0	0	39	33	6
canonical-isomiR	gma-miR164c	gma-miR164c	miR238_R56_L20	3	5295774	5295921	-	gma-miR164c	miR238_R56_L20	gma-miR164c.v1	miR30_R527_L21	-0.33061014154086393	0.35079008580921267	0.0	0	583	56	527
canonical-isomiR	gma-miR164c	gma-miR164c-3p	miR162_R100_L21	3	5295774	5295921	-	gma-miR164c-3p	miR162_R100_L21	gma-miR164c-3p.v1	miR718_R8_L22	0.4283884537274442	0.21676508333193129	0.0	0	108	100	8
canonical-isomiR	gma-miR164d	gma-miR164d	miR238_R56_L20	10	41188033	41188100	+	gma-miR164d	miR238_R56_L20	gma-miR164d.v1	miR30_R527_L21	-0.33061014154086393	0.35079008580921267	0.0	0	583	56	527
canonical-isomiR	gma-miR164d	gma-miR164d-3p	miR322_R33_L21	10	41188033	41188100	+	gma-miR164d-3p	miR322_R33_L21	gma-miR164d-3p.v1	miR865_R6_L22	0.9598921390907804	1.0785460047036821e-05	0.0	0	39	33	6
canonical-isomiR	gma-miR164e	gma-miR164e	miR30_R527_L21	2	1556522	1556601	+	gma-miR164e	miR30_R527_L21	gma-miR164e.v1	miR238_R56_L20	-0.33061014154086393	0.35079008580921267	0.0	0	583	527	56
canonical-isomiR	gma-miR164e	gma-miR164e-3p	miR322_R33_L21	2	1556522	1556601	+	gma-miR164e-3p	miR322_R33_L21	gma-miR164e-3p.v1	miR865_R6_L22	0.9598921390907804	1.0785460047036821e-05	0.0	0	39	33	6
canonical-isomiR	gma-miR164f	gma-miR164f	miR30_R527_L21	3	45394681	45394768	+	gma-miR164f	miR30_R527_L21	gma-miR164f.v1	miR238_R56_L20	-0.33061014154086393	0.35079008580921267	0.0	0	583	527	56
canonical-isomiR	gma-miR164g	gma-miR164g	miR30_R527_L21	3	46765912	46765988	+	gma-miR164g	miR30_R527_L21	gma-miR164g.v1	miR238_R56_L20	-0.33061014154086393	0.35079008580921267	0.0	0	583	527	56
canonical-isomiR	gma-miR164g	gma-miR164g-3p	miR322_R33_L21	3	46765912	46765988	+	gma-miR164g-3p	miR322_R33_L21	gma-miR164g-3p.v1	miR865_R6_L22	0.9598921390907804	1.0785460047036821e-05	0.0	0	39	33	6
canonical-isomiR	gma-miR164h	gma-miR164h	miR30_R527_L21	9	50736160	50736300	-	gma-miR164h	miR30_R527_L21	gma-miR164h.v1	miR238_R56_L20	-0.33061014154086393	0.35079008580921267	0.0	0	583	527	56
canonical-isomiR	gma-miR164h	gma-miR164h-3p	miR162_R100_L21	9	50736160	50736300	-	gma-miR164h-3p	miR162_R100_L21	gma-miR164h-3p.v1	miR718_R8_L22	0.4283884537274442	0.21676508333193129	0.0	0	108	100	8
canonical-isomiR	gma-miR164i	gma-miR164i	miR30_R527_L21	18	52000678	52000817	+	gma-miR164i	miR30_R527_L21	gma-miR164i.v1	miR238_R56_L20	-0.33061014154086393	0.35079008580921267	0.0	0	583	527	56
canonical-isomiR	gma-miR164j	gma-miR164j	miR30_R527_L21	19	49772523	49772595	+	gma-miR164j	miR30_R527_L21	gma-miR164j.v1	miR238_R56_L20	-0.33061014154086393	0.35079008580921267	0.0	0	583	527	56
canonical-isomiR	gma-miR164k	gma-miR164k	miR30_R527_L21	20	51232266	51232432	-	gma-miR164k	miR30_R527_L21	gma-miR164k.v1	miR238_R56_L20	-0.33061014154086393	0.35079008580921267	0.0	0	583	527	56
canonical-isomiR	gma-miR164l	gma-miR164l	miR30_R527_L21	1	46703572	46703704	+	gma-miR164l	miR30_R527_L21	gma-miR164l.v1	miR238_R56_L20	-0.33061014154086393	0.35079008580921267	0.0	0	583	527	56
canonical-isomiR	gma-miR164l	gma-miR164l-3p	miR162_R100_L21	1	46703572	46703704	+	gma-miR164l-3p	miR162_R100_L21	gma-miR164l-3p.v1	miR718_R8_L22	0.4283884537274442	0.21676508333193129	0.0	0	108	100	8
canonical-isomiR	gma-miR164p	gma-miR164p	miR322_R33_L21	20	51232266	51232359	-	gma-miR164p	miR322_R33_L21	gma-miR164p.v1	miR865_R6_L22	0.9598921390907804	1.0785460047036821e-05	0.0	0	39	33	6
isomiR-isomiR	gma-miR166a	gma-miR166a-3p		16	1889687	1889793	-	gma-miR166a-3p.v1	miR344_R29_L22	gma-miR166a-3p.v2	miR734_R7_L21	-0.2382318210269922	0.5074508823308557	0.0	0	36	29	7
isomiR-isomiR	gma-miR166a	gma-miR166a-3p		16	1889687	1889793	-	gma-miR166a-3p.v1	miR344_R29_L22	gma-miR166a-3p.v3	miR815_R6_L22	-0.23823182102699217	0.5074508823308557	0.0	0	35	29	6
isomiR-isomiR	gma-miR166a	gma-miR166a-3p		16	1889687	1889793	-	gma-miR166a-3p.v1	miR344_R29_L22	gma-miR166a-3p.v4	miR976_R4_L21	0.24967658613321936	0.4866251090127369	0.0	0	33	29	4
isomiR-isomiR	gma-miR166a	gma-miR166a-3p		16	1889687	1889793	-	gma-miR166a-3p.v2	miR734_R7_L21	gma-miR166a-3p.v3	miR815_R6_L22	0.9999999999999998	1.0635035875250968e-62	0.0	0	13	7	6
isomiR-isomiR	gma-miR166a	gma-miR166a-3p		16	1889687	1889793	-	gma-miR166a-3p.v2	miR734_R7_L21	gma-miR166a-3p.v4	miR976_R4_L21	-0.11111111111111108	0.759922968348739	0.0	0	11	7	4
isomiR-isomiR	gma-miR166a	gma-miR166a-3p		16	1889687	1889793	-	gma-miR166a-3p.v3	miR815_R6_L22	gma-miR166a-3p.v4	miR976_R4_L21	-0.11111111111111108	0.759922968348739	0.0	0	10	6	4
canonical-isomiR	gma-miR166aa	gma-miR166aa	miR1_R795_L21	6	13031848	13031973	-	gma-miR166aa	miR1_R795_L21	gma-miR166aa.v1	miR1397_R2_L22	0.18773855236841513	0.6034930459510168	0.0025157232704402514	2	795	795	2
canonical-isomiR	gma-miR166ac	gma-miR166ac	miR1_R795_L21	8	300776	300897	-	gma-miR166ac	miR1_R795_L21	gma-miR166ac.v1	miR1397_R2_L22	0.18773855236841513	0.6034930459510168	0.0025157232704402514	2	795	795	2
isomiR-isomiR	gma-miR166b	gma-miR166b		8	300878	301104	-	gma-miR166b.v1	miR39_R433_L22	gma-miR166b.v2	miR87_R214_L22	0.39739910269705125	0.2554566903510482	0.004658385093167702	3	644	433	214
isomiR-isomiR	gma-miR166c	gma-miR166c-3p		7	4512335	4512441	-	gma-miR166c-3p.v1	miR39_R433_L22	gma-miR166c-3p.v2	miR126_R138_L21	-0.31074761091478925	0.3821643710809628	0.0	0	571	433	138
isomiR-isomiR	gma-miR166c	gma-miR166c-3p		7	4512335	4512441	-	gma-miR166c-3p.v1	miR39_R433_L22	gma-miR166c-3p.v3	miR138_R123_L21	-0.366998666104421	0.2968612779905789	0.0018018018018018018	1	555	433	123
isomiR-isomiR	gma-miR166c	gma-miR166c-3p		7	4512335	4512441	-	gma-miR166c-3p.v1	miR39_R433_L22	gma-miR166c-3p.v4	miR344_R29_L22	0.5735934488643741	0.08297503190571151	0.028953229398663696	13	449	433	29
isomiR-isomiR	gma-miR166c	gma-miR166c-3p		7	4512335	4512441	-	gma-miR166c-3p.v2	miR126_R138_L21	gma-miR166c-3p.v3	miR138_R123_L21	0.9928583474745223	1.1283560040031481e-08	0.8251748251748252	118	143	138	123
isomiR-isomiR	gma-miR166c	gma-miR166c-3p		7	4512335	4512441	-	gma-miR166c-3p.v2	miR126_R138_L21	gma-miR166c-3p.v4	miR344_R29_L22	0.017340350247701655	0.9620793874680383	0.07051282051282051	11	156	138	29
isomiR-isomiR	gma-miR166c	gma-miR166c-3p		7	4512335	4512441	-	gma-miR166c-3p.v3	miR138_R123_L21	gma-miR166c-3p.v4	miR344_R29_L22	-0.07663362951086762	0.8333449498838865	0.06293706293706294	9	143	123	29
isomiR-isomiR	gma-miR166d	gma-miR166d		20	48533348	48533438	-	gma-miR166d.v1	miR1_R795_L21	gma-miR166d.v2	miR344_R29_L22	0.46666328256824774	0.17394214027090987	0.033877038895859475	27	797	795	29
isomiR-isomiR	gma-miR166d	gma-miR166d		20	48533348	48533438	-	gma-miR166d.v1	miR1_R795_L21	gma-miR166d.v3	miR1397_R2_L22	0.18773855236841513	0.6034930459510168	0.0025157232704402514	2	795	795	2
isomiR-isomiR	gma-miR166d	gma-miR166d		20	48533348	48533438	-	gma-miR166d.v2	miR344_R29_L22	gma-miR166d.v3	miR1397_R2_L22	-0.23823182102699222	0.5074508823308557	0.0	0	31	29	2
isomiR-isomiR	gma-miR166e	gma-miR166e		4	49072150	49072431	+	gma-miR166e.v1	miR39_R433_L22	gma-miR166e.v2	miR87_R214_L22	0.39739910269705125	0.2554566903510482	0.004658385093167702	3	644	433	214
isomiR-isomiR	gma-miR166e	gma-miR166e		4	49072150	49072431	+	gma-miR166e.v1	miR39_R433_L22	gma-miR166e.v3	miR126_R138_L21	-0.31074761091478925	0.3821643710809628	0.0	0	571	433	138
isomiR-isomiR	gma-miR166e	gma-miR166e		4	49072150	49072431	+	gma-miR166e.v2	miR87_R214_L22	gma-miR166e.v3	miR126_R138_L21	-0.5632960069260762	0.08996073010857732	0.011494252873563218	4	348	214	138
isomiR-isomiR	gma-miR166f	gma-miR166f		10	44348934	44349021	+	gma-miR166f.v1	miR1_R795_L21	gma-miR166f.v2	miR344_R29_L22	0.46666328256824774	0.17394214027090987	0.033877038895859475	27	797	795	29
isomiR-isomiR	gma-miR166f	gma-miR166f		10	44348934	44349021	+	gma-miR166f.v1	miR1_R795_L21	gma-miR166f.v3	miR1397_R2_L22	0.18773855236841513	0.6034930459510168	0.0025157232704402514	2	795	795	2
isomiR-isomiR	gma-miR166f	gma-miR166f		10	44348934	44349021	+	gma-miR166f.v2	miR344_R29_L22	gma-miR166f.v3	miR1397_R2_L22	-0.23823182102699222	0.5074508823308557	0.0	0	31	29	2
isomiR-isomiR	gma-miR166g	gma-miR166g		10	3062389	3062475	-	gma-miR166g.v1	miR39_R433_L22	gma-miR166g.v2	miR87_R214_L22	0.39739910269705125	0.2554566903510482	0.004658385093167702	3	644	433	214
isomiR-isomiR	gma-miR166g	gma-miR166g		10	3062389	3062475	-	gma-miR166g.v1	miR39_R433_L22	gma-miR166g.v3	miR126_R138_L21	-0.31074761091478925	0.3821643710809628	0.0	0	571	433	138
isomiR-isomiR	gma-miR166g	gma-miR166g		10	3062389	3062475	-	gma-miR166g.v1	miR39_R433_L22	gma-miR166g.v4	miR138_R123_L21	-0.366998666104421	0.2968612779905789	0.0018018018018018018	1	555	433	123
isomiR-isomiR	gma-miR166g	gma-miR166g		10	3062389	3062475	-	gma-miR166g.v2	miR87_R214_L22	gma-miR166g.v3	miR126_R138_L21	-0.5632960069260762	0.08996073010857732	0.011494252873563218	4	348	214	138
isomiR-isomiR	gma-miR166g	gma-miR166g		10	3062389	3062475	-	gma-miR166g.v2	miR87_R214_L22	gma-miR166g.v4	miR138_R123_L21	-0.5821978708008054	0.07741373354405708	0.0	0	337	214	123
isomiR-isomiR	gma-miR166g	gma-miR166g		10	3062389	3062475	-	gma-miR166g.v3	miR126_R138_L21	gma-miR166g.v4	miR138_R123_L21	0.9928583474745223	1.1283560040031481e-08	0.8251748251748252	118	143	138	123
canonical-isomiR	gma-miR166h	gma-miR166h-3p	miR1_R795_L21	8	15088119	15088285	+	gma-miR166h-3p	miR1_R795_L21	gma-miR166h-3p.v1	miR256_R49_L21	-0.23524418922196208	0.5129479158855412	0.061635220125786164	49	795	795	49
isomiR-isomiR	gma-miR166i	gma-miR166i-3p		2	14557814	14557900	+	gma-miR166i-3p.v1	miR39_R433_L22	gma-miR166i-3p.v2	miR87_R214_L22	0.39739910269705125	0.2554566903510482	0.004658385093167702	3	644	433	214
isomiR-isomiR	gma-miR166i	gma-miR166i-3p		2	14557814	14557900	+	gma-miR166i-3p.v1	miR39_R433_L22	gma-miR166i-3p.v3	miR126_R138_L21	-0.31074761091478925	0.3821643710809628	0.0	0	571	433	138
isomiR-isomiR	gma-miR166i	gma-miR166i-3p		2	14557814	14557900	+	gma-miR166i-3p.v1	miR39_R433_L22	gma-miR166i-3p.v4	miR138_R123_L21	-0.366998666104421	0.2968612779905789	0.0018018018018018018	1	555	433	123
isomiR-isomiR	gma-miR166i	gma-miR166i-3p		2	14557814	14557900	+	gma-miR166i-3p.v2	miR87_R214_L22	gma-miR166i-3p.v3	miR126_R138_L21	-0.5632960069260762	0.08996073010857732	0.011494252873563218	4	348	214	138
isomiR-isomiR	gma-miR166i	gma-miR166i-3p		2	14557814	14557900	+	gma-miR166i-3p.v2	miR87_R214_L22	gma-miR166i-3p.v4	miR138_R123_L21	-0.5821978708008054	0.07741373354405708	0.0	0	337	214	123
isomiR-isomiR	gma-miR166i	gma-miR166i-3p		2	14557814	14557900	+	gma-miR166i-3p.v3	miR126_R138_L21	gma-miR166i-3p.v4	miR138_R123_L21	0.9928583474745223	1.1283560040031481e-08	0.8251748251748252	118	143	138	123
canonical-isomiR	gma-miR166l	gma-miR166l-3p	miR1_R795_L21	4	34783964	34784083	+	gma-miR166l-3p	miR1_R795_L21	gma-miR166l-3p.v1	miR1397_R2_L22	0.18773855236841513	0.6034930459510168	0.0025157232704402514	2	795	795	2
isomiR-isomiR	gma-miR166m	gma-miR166m		9	38308087	38308212	+	gma-miR166m.v1	miR290_R40_L21	gma-miR166m.v2	miR1327_R2_L21	0.27449662521236634	0.44277370043371495	0.0	0	42	40	2
isomiR-isomiR	gma-miR166n	gma-miR166n		5	41028002	41028279	-	gma-miR166n.v1	miR39_R433_L22	gma-miR166n.v2	miR87_R214_L22	0.39739910269705125	0.2554566903510482	0.004658385093167702	3	644	433	214
isomiR-isomiR	gma-miR166n	gma-miR166n		5	41028002	41028279	-	gma-miR166n.v1	miR39_R433_L22	gma-miR166n.v3	miR126_R138_L21	-0.31074761091478925	0.3821643710809628	0.0	0	571	433	138
isomiR-isomiR	gma-miR166n	gma-miR166n		5	41028002	41028279	-	gma-miR166n.v2	miR87_R214_L22	gma-miR166n.v3	miR126_R138_L21	-0.5632960069260762	0.08996073010857732	0.011494252873563218	4	348	214	138
isomiR-isomiR	gma-miR166o	gma-miR166o		6	13031954	13032211	-	gma-miR166o.v1	miR39_R433_L22	gma-miR166o.v2	miR87_R214_L22	0.39739910269705125	0.2554566903510482	0.004658385093167702	3	644	433	214
isomiR-isomiR	gma-miR166o	gma-miR166o		6	13031954	13032211	-	gma-miR166o.v1	miR39_R433_L22	gma-miR166o.v3	miR126_R138_L21	-0.31074761091478925	0.3821643710809628	0.0	0	571	433	138
isomiR-isomiR	gma-miR166o	gma-miR166o		6	13031954	13032211	-	gma-miR166o.v2	miR87_R214_L22	gma-miR166o.v3	miR126_R138_L21	-0.5632960069260762	0.08996073010857732	0.011494252873563218	4	348	214	138
isomiR-isomiR	gma-miR166p	gma-miR166p		3	39381176	39381280	-	gma-miR166p.v1	miR39_R433_L22	gma-miR166p.v2	miR87_R214_L22	0.39739910269705125	0.2554566903510482	0.004658385093167702	3	644	433	214
isomiR-isomiR	gma-miR166p	gma-miR166p		3	39381176	39381280	-	gma-miR166p.v1	miR39_R433_L22	gma-miR166p.v3	miR126_R138_L21	-0.31074761091478925	0.3821643710809628	0.0	0	571	433	138
isomiR-isomiR	gma-miR166p	gma-miR166p		3	39381176	39381280	-	gma-miR166p.v1	miR39_R433_L22	gma-miR166p.v4	miR138_R123_L21	-0.366998666104421	0.2968612779905789	0.0018018018018018018	1	555	433	123
isomiR-isomiR	gma-miR166p	gma-miR166p		3	39381176	39381280	-	gma-miR166p.v2	miR87_R214_L22	gma-miR166p.v3	miR126_R138_L21	-0.5632960069260762	0.08996073010857732	0.011494252873563218	4	348	214	138
isomiR-isomiR	gma-miR166p	gma-miR166p		3	39381176	39381280	-	gma-miR166p.v2	miR87_R214_L22	gma-miR166p.v4	miR138_R123_L21	-0.5821978708008054	0.07741373354405708	0.0	0	337	214	123
isomiR-isomiR	gma-miR166p	gma-miR166p		3	39381176	39381280	-	gma-miR166p.v3	miR126_R138_L21	gma-miR166p.v4	miR138_R123_L21	0.9928583474745223	1.1283560040031481e-08	0.8251748251748252	118	143	138	123
isomiR-isomiR	gma-miR166q	gma-miR166q		4	49072410	49072538	+	gma-miR166q.v1	miR1_R795_L21	gma-miR166q.v2	miR1397_R2_L22	0.18773855236841513	0.6034930459510168	0.0025157232704402514	2	795	795	2
isomiR-isomiR	gma-miR166r	gma-miR166r		6	11030436	11030569	+	gma-miR166r.v1	miR17_R685_L21	gma-miR166r.v2	miR198_R73_L21	-0.1803027256924482	0.6181616004177606	0.001321003963011889	1	757	685	73
isomiR-isomiR	gma-miR166r	gma-miR166r		6	11030436	11030569	+	gma-miR166r.v1	miR17_R685_L21	gma-miR166r.v3	miR1415_R2_L21	-0.5211303522513073	0.12243294421536194	0.0	0	687	685	2
isomiR-isomiR	gma-miR166r	gma-miR166r		6	11030436	11030569	+	gma-miR166r.v2	miR198_R73_L21	gma-miR166r.v3	miR1415_R2_L21	0.4864230435899884	0.15398398336892932	0.0	0	75	73	2
isomiR-isomiR	gma-miR166s	gma-miR166s		7	10221055	10221157	+	gma-miR166s.v1	miR1_R795_L21	gma-miR166s.v2	miR87_R214_L22	-0.518140834721252	0.12497673058248857	0.2675879396984925	213	796	795	214
isomiR-isomiR	gma-miR166s	gma-miR166s		7	10221055	10221157	+	gma-miR166s.v1	miR1_R795_L21	gma-miR166s.v3	miR1397_R2_L22	0.18773855236841513	0.6034930459510168	0.0025157232704402514	2	795	795	2
isomiR-isomiR	gma-miR166s	gma-miR166s		7	10221055	10221157	+	gma-miR166s.v2	miR87_R214_L22	gma-miR166s.v3	miR1397_R2_L22	-0.22097498926068115	0.539537270140509	0.0	0	216	214	2
isomiR-isomiR	gma-miR166t	gma-miR166t		9	41584651	41584773	-	gma-miR166t.v1	miR1_R795_L21	gma-miR166t.v2	miR87_R214_L22	-0.518140834721252	0.12497673058248857	0.2675879396984925	213	796	795	214
isomiR-isomiR	gma-miR166t	gma-miR166t		9	41584651	41584773	-	gma-miR166t.v1	miR1_R795_L21	gma-miR166t.v3	miR1397_R2_L22	0.18773855236841513	0.6034930459510168	0.0025157232704402514	2	795	795	2
isomiR-isomiR	gma-miR166t	gma-miR166t		9	41584651	41584773	-	gma-miR166t.v2	miR87_R214_L22	gma-miR166t.v3	miR1397_R2_L22	-0.22097498926068115	0.539537270140509	0.0	0	216	214	2
canonical-isomiR	gma-miR166v	gma-miR166v	miR1_R795_L21	1	26442362	26442482	-	gma-miR166v	miR1_R795_L21	gma-miR166v.v1	miR1397_R2_L22	0.18773855236841513	0.6034930459510168	0.0025157232704402514	2	795	795	2
canonical-isomiR	gma-miR166x	gma-miR166x	miR17_R685_L21	4	51094389	51094641	-	gma-miR166x	miR17_R685_L21	gma-miR166x.v1	miR198_R73_L21	-0.1803027256924482	0.6181616004177606	0.001321003963011889	1	757	685	73
canonical-isomiR	gma-miR166x	gma-miR166x	miR17_R685_L21	4	51094389	51094641	-	gma-miR166x	miR17_R685_L21	gma-miR166x.v2	miR1415_R2_L21	-0.5211303522513073	0.12243294421536194	0.0	0	687	685	2
isomiR-isomiR	gma-miR166x	gma-miR166x	miR17_R685_L21	4	51094389	51094641	-	gma-miR166x.v1	miR198_R73_L21	gma-miR166x.v2	miR1415_R2_L21	0.4864230435899884	0.15398398336892932	0.0	0	75	73	2
canonical-isomiR	gma-miR166y	gma-miR166y	miR1_R795_L21	5	41027898	41028021	-	gma-miR166y	miR1_R795_L21	gma-miR166y.v1	miR1397_R2_L22	0.18773855236841513	0.6034930459510168	0.0025157232704402514	2	795	795	2
canonical-isomiR	gma-miR167a	gma-miR167a	miR47_R363_L21	19	43440702	43440813	+	gma-miR167a	miR47_R363_L21	gma-miR167a.v1	miR83_R242_L20	0.25851643622787723	0.4707970671317398	0.04310344827586207	25	580	363	242
canonical-isomiR	gma-miR167b	gma-miR167b	miR47_R363_L21	2	14839602	14839685	-	gma-miR167b	miR47_R363_L21	gma-miR167b.v1	miR83_R242_L20	0.25851643622787723	0.4707970671317398	0.04310344827586207	25	580	363	242
canonical-isomiR	gma-miR167d	gma-miR167d	miR47_R363_L21	10	2797537	2797620	+	gma-miR167d	miR47_R363_L21	gma-miR167d.v1	miR83_R242_L20	0.25851643622787723	0.4707970671317398	0.04310344827586207	25	580	363	242
canonical-isomiR	gma-miR167e	gma-miR167e	miR46_R371_L21	20	43325325	43325394	+	gma-miR167e	miR46_R371_L21	gma-miR167e.v1	miR83_R242_L20	0.20403593220471303	0.5717928312363246	0.3297180043383948	152	461	371	242
canonical-isomiR	gma-miR167e	gma-miR167e	miR46_R371_L21	20	43325325	43325394	+	gma-miR167e	miR46_R371_L21	gma-miR167e.v2	miR117_R153_L22	0.24771196526819977	0.4901736100846694	0.0	0	524	371	153
isomiR-isomiR	gma-miR167e	gma-miR167e	miR46_R371_L21	20	43325325	43325394	+	gma-miR167e.v1	miR83_R242_L20	gma-miR167e.v2	miR117_R153_L22	0.58046566155352	0.07851331635901794	0.025974025974025976	10	385	242	153
canonical-isomiR	gma-miR167e	gma-miR167e-3p	miR907_R5_L20	20	43325325	43325394	+	gma-miR167e-3p	miR907_R5_L20	gma-miR167e-3p.v1	miR1183_R3_L21	-0.15182452409418493	0.675434060893956	0.0	0	8	5	3
canonical-isomiR	gma-miR167f	gma-miR167f	miR46_R371_L21	10	49686442	49686511	-	gma-miR167f	miR46_R371_L21	gma-miR167f.v1	miR83_R242_L20	0.20403593220471303	0.5717928312363246	0.3297180043383948	152	461	371	242
canonical-isomiR	gma-miR167f	gma-miR167f	miR46_R371_L21	10	49686442	49686511	-	gma-miR167f	miR46_R371_L21	gma-miR167f.v2	miR117_R153_L22	0.24771196526819977	0.4901736100846694	0.0	0	524	371	153
isomiR-isomiR	gma-miR167f	gma-miR167f	miR46_R371_L21	10	49686442	49686511	-	gma-miR167f.v1	miR83_R242_L20	gma-miR167f.v2	miR117_R153_L22	0.58046566155352	0.07851331635901794	0.025974025974025976	10	385	242	153
canonical-isomiR	gma-miR167f	gma-miR167f-3p	miR907_R5_L20	10	49686442	49686511	-	gma-miR167f-3p	miR907_R5_L20	gma-miR167f-3p.v1	miR1183_R3_L21	-0.15182452409418493	0.675434060893956	0.0	0	8	5	3
canonical-isomiR	gma-miR167g	gma-miR167g	miR669_R9_L22	10	42163420	42163485	+	gma-miR167g	miR669_R9_L22	gma-miR167g.v1	miR19_R676_L21	-0.07879683999593631	0.8286981548864283	0.0	0	684	8	676
canonical-isomiR	gma-miR167g	gma-miR167g	miR669_R9_L22	10	42163420	42163485	+	gma-miR167g	miR669_R9_L22	gma-miR167g.v2	miR83_R242_L20	0.028598534219691923	0.9374918470457587	0.0	0	250	8	242
isomiR-isomiR	gma-miR167g	gma-miR167g	miR669_R9_L22	10	42163420	42163485	+	gma-miR167g.v1	miR19_R676_L21	gma-miR167g.v2	miR83_R242_L20	0.262876423892616	0.46307503271745476	0.17994858611825193	140	778	676	242
canonical-isomiR	gma-miR167g	gma-miR167g-3p	miR371_R27_L21	10	42163420	42163485	+	gma-miR167g-3p	miR371_R27_L21	gma-miR167g-3p.v1	miR852_R6_L20	-0.1925403641886262	0.5940876892297173	0.0	0	33	27	6
canonical-isomiR	gma-miR167j	gma-miR167j	miR19_R676_L21	20	50199543	50199608	+	gma-miR167j	miR19_R676_L21	gma-miR167j.v1	miR83_R242_L20	0.262876423892616	0.46307503271745476	0.17994858611825193	140	778	676	242
canonical-isomiR	gma-miR167j	gma-miR167j	miR19_R676_L21	20	50199543	50199608	+	gma-miR167j	miR19_R676_L21	gma-miR167j.v2	miR669_R9_L22	-0.07879683999593631	0.8286981548864283	0.0	0	684	676	8
isomiR-isomiR	gma-miR167j	gma-miR167j	miR19_R676_L21	20	50199543	50199608	+	gma-miR167j.v1	miR83_R242_L20	gma-miR167j.v2	miR669_R9_L22	0.028598534219691923	0.9374918470457587	0.0	0	250	242	8
canonical-isomiR	gma-miR167j	gma-miR167j-3p	miR371_R27_L21	20	50199543	50199608	+	gma-miR167j-3p	miR371_R27_L21	gma-miR167j-3p.v1	miR852_R6_L20	-0.1925403641886262	0.5940876892297173	0.0	0	33	27	6
canonical-isomiR	gma-miR167l	gma-miR167l	miR83_R242_L20	3	39175586	39175677	+	gma-miR167l	miR83_R242_L20	gma-miR167l.v1	miR47_R363_L21	0.25851643622787723	0.4707970671317398	0.04310344827586207	25	580	242	363
canonical-isomiR	gma-miR168a	gma-miR168a	miR8_R731_L21	9	45827557	45827646	-	gma-miR168a	miR8_R731_L21	gma-miR168a.v1	miR584_R11_L20	0.0349643677304084	0.9236088799289051	0.0	0	742	731	11
isomiR-isomiR	gma-miR168b	gma-miR168b		1	51399373	51399486	-	gma-miR168b.v1	miR8_R731_L21	gma-miR168b.v2	miR584_R11_L20	0.0349643677304084	0.9236088799289051	0.0	0	742	731	11
canonical-isomiR	gma-miR169a	gma-miR169a	miR85_R222_L21	9	40224259	40224342	+	gma-miR169a	miR85_R222_L21	gma-miR169a.v1	miR174_R90_L20	0.7969297837339926	0.0057758100474153305	0.39285714285714285	88	224	222	90
canonical-isomiR	gma-miR169a	gma-miR169a	miR85_R222_L21	9	40224259	40224342	+	gma-miR169a	miR85_R222_L21	gma-miR169a.v2	miR360_R27_L20	0.292632265407056	0.4119247686402675	0.11160714285714286	25	224	222	27
canonical-isomiR	gma-miR169a	gma-miR169a	miR85_R222_L21	9	40224259	40224342	+	gma-miR169a	miR85_R222_L21	gma-miR169a.v3	miR431_R20_L22	0.19352631972399614	0.5921631364968255	0.0	0	242	222	20
isomiR-isomiR	gma-miR169a	gma-miR169a	miR85_R222_L21	9	40224259	40224342	+	gma-miR169a.v1	miR174_R90_L20	gma-miR169a.v2	miR360_R27_L20	0.2188560739607377	0.5435318897144129	0.14705882352941177	15	102	90	27
isomiR-isomiR	gma-miR169a	gma-miR169a	miR85_R222_L21	9	40224259	40224342	+	gma-miR169a.v1	miR174_R90_L20	gma-miR169a.v3	miR431_R20_L22	0.12817167088661133	0.7241852499503643	0.0	0	110	90	20
