Query_ID	Chr	Subject_ID	Genome_start	Genome_end	S_strand	Pident	Qcovs	Aln_Length	Q_length	Q_start	Q_end	S_start	S_end	Evalue	Bitscore	Subject_description
gma-MIR169i	Chr13	GWHAAEV00000013.1	22283432	22283582	plus	100.000	100	151	151	1	151	22283432	22283582	5.38e-72	273	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
gma-MIR169j	Chr02	GWHAAEV00000002.1	47408283	47408367	minus	100.000	100	85	85	1	85	47408367	47408283	1.70e-36	154	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
gma-MIR169k	Chr09	GWHAAEV00000009.1	5283227	5283331	plus	99.048	100	105	105	1	105	5283227	5283331	1.35e-45	186	  Chromosome 9   Complete=T   Circular=F   OriSeqID=Chr09   Len=51486896
gma-MIR169l	Chr14	GWHAAEV00000014.1	5327031	5327144	plus	100.000	100	114	114	1	114	5327031	5327144	4.57e-52	206	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
gma-MIR169m	Chr13	GWHAAEV00000013.1	22270414	22270536	plus	100.000	100	123	123	1	123	22270414	22270536	6.58e-57	223	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
gma-MIR169n	Chr15	GWHAAEV00000015.1	14371583	14371697	plus	100.000	100	115	115	1	115	14371583	14371697	1.33e-52	208	  Chromosome 15   Complete=T   Circular=F   OriSeqID=Chr15   Len=53421904
gma-MIR169o	Chr13	GWHAAEV00000013.1	22275060	22275158	plus	100.000	100	99	99	1	99	22275060	22275158	5.31e-44	179	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
gma-MIR169p	Chr15	GWHAAEV00000015.1	14397016	14397113	plus	100.000	100	98	98	1	98	14397016	14397113	1.83e-43	178	  Chromosome 15   Complete=T   Circular=F   OriSeqID=Chr15   Len=53421904
gma-MIR169r	Chr17	GWHAAEV00000017.1	4630143	4630245	minus	99.029	100	103	103	1	103	4630245	4630143	1.61e-44	182	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
gma-MIR169s	Chr17	GWHAAEV00000017.1	4637264	4637380	minus	96.667	100	120	120	1	120	4637380	4637264	2.54e-49	197	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
gma-MIR169t	Chr05	GWHAAEV00000005.1	41532921	41533046	plus	100.000	100	126	126	1	126	41532921	41533046	1.60e-58	228	  Chromosome 5   Complete=T   Circular=F   OriSeqID=Chr05   Len=45299532
gma-MIR169u	Chr09	GWHAAEV00000009.1	47137504	47137644	minus	100.000	100	141	141	1	141	47137644	47137504	1.33e-66	255	  Chromosome 9   Complete=T   Circular=F   OriSeqID=Chr09   Len=51486896
gma-MIR169v	Chr13	GWHAAEV00000013.1	16860615	16860916	minus	100.000	100	302	302	1	302	16860916	16860615	1.28e-153	545	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
gma-MIR169w	Chr09	GWHAAEV00000009.1	5318925	5319039	plus	100.000	100	115	115	1	115	5318925	5319039	1.33e-52	208	  Chromosome 9   Complete=T   Circular=F   OriSeqID=Chr09   Len=51486896
gma-MIR171a	Chr12	GWHAAEV00000012.1	8548704	8548805	plus	100.000	100	102	102	1	102	8548704	8548805	1.30e-45	185	  Chromosome 12   Complete=T   Circular=F   OriSeqID=Chr12   Len=44494750
gma-MIR171b	Chr04	GWHAAEV00000004.1	51224197	51224288	plus	100.000	100	92	92	1	92	51224197	51224288	3.02e-40	167	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
gma-MIR171c	Chr07	GWHAAEV00000007.1	45559595	45559698	minus	100.000	100	104	104	1	104	45559698	45559595	1.10e-46	188	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
gma-MIR171d	Chr01	GWHAAEV00000001.1	52439927	52440036	minus	100.000	100	110	110	1	110	52440036	52439927	6.47e-50	199	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
gma-MIR171e	Chr05	GWHAAEV00000005.1	41752169	41752258	minus	100.000	100	90	90	1	90	41752258	41752169	3.57e-39	163	  Chromosome 5   Complete=T   Circular=F   OriSeqID=Chr05   Len=45299532
gma-MIR171f	Chr15	GWHAAEV00000015.1	8547113	8547202	minus	100.000	100	90	90	1	90	8547202	8547113	3.57e-39	163	  Chromosome 15   Complete=T   Circular=F   OriSeqID=Chr15   Len=53421904
gma-MIR171g	Chr16	GWHAAEV00000016.1	5305990	5306079	minus	100.000	100	90	90	1	90	5306079	5305990	3.57e-39	163	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
gma-MIR171h	Chr06	GWHAAEV00000006.1	10905416	10905566	minus	100.000	100	151	151	1	151	10905566	10905416	5.38e-72	273	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
gma-MIR171i	Chr06	GWHAAEV00000006.1	50248335	50248485	minus	100.000	100	151	151	1	151	50248485	50248335	5.38e-72	273	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
gma-MIR171j	Chr02	GWHAAEV00000002.1	4075801	4075953	minus	100.000	100	153	153	1	153	4075953	4075801	4.49e-73	277	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
gma-MIR171k	Chr13	GWHAAEV00000013.1	28641515	28641612	plus	100.000	100	98	98	1	98	28641515	28641612	1.83e-43	178	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
gma-MIR171l	Chr13	GWHAAEV00000013.1	28641515	28641612	plus	100.000	100	98	98	1	98	28641515	28641612	1.83e-43	178	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
gma-MIR171m	Chr12	GWHAAEV00000012.1	8507993	8508125	plus	100.000	100	133	133	1	133	8507993	8508125	2.71e-62	241	  Chromosome 12   Complete=T   Circular=F   OriSeqID=Chr12   Len=44494750
gma-MIR171n	Chr12	GWHAAEV00000012.1	39752658	39752791	plus	100.000	100	134	134	1	134	39752658	39752791	7.85e-63	242	  Chromosome 12   Complete=T   Circular=F   OriSeqID=Chr12   Len=44494750
gma-MIR171o	Chr13	GWHAAEV00000013.1	32879260	32879361	plus	100.000	100	102	102	1	102	32879260	32879361	1.30e-45	185	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
gma-MIR171p	Chr13	GWHAAEV00000013.1	41705251	41705382	minus	100.000	100	132	132	1	132	41705382	41705251	9.38e-62	239	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
gma-MIR171q	Chr17	GWHAAEV00000017.1	1022841	1022949	plus	100.000	100	109	109	1	109	1022841	1022949	2.23e-49	197	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
gma-MIR171r	Chr04	GWHAAEV00000004.1	51224510	51224611	plus	100.000	100	102	102	1	102	51224510	51224611	1.30e-45	185	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
gma-MIR171s	Chr06	GWHAAEV00000006.1	10905145	10905246	minus	100.000	100	102	102	1	102	10905246	10905145	1.30e-45	185	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
gma-MIR171t	Chr06	GWHAAEV00000006.1	50292491	50292607	minus	100.000	100	117	117	1	117	50292607	50292491	1.11e-53	212	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
gma-MIR171u	Chr08	GWHAAEV00000008.1	939688	939789	minus	100.000	100	102	102	1	102	939789	939688	1.30e-45	185	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
gma-MIR172a	Chr12	GWHAAEV00000012.1	6200952	6201110	minus	100.000	100	159	159	1	159	6201110	6200952	2.61e-76	288	  Chromosome 12   Complete=T   Circular=F   OriSeqID=Chr12   Len=44494750
gma-MIR172b	Chr13	GWHAAEV00000013.1	43045162	43045317	minus	98.077	100	156	153	1	153	43045317	43045162	9.90e-69	262	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
gma-MIR172c	Chr18	GWHAAEV00000018.1	3075619	3075771	plus	100.000	100	153	153	1	153	3075619	3075771	4.49e-73	277	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
gma-MIR172d	Chr14	GWHAAEV00000014.1	5553117	5553266	plus	100.000	100	150	150	1	150	5553117	5553266	1.86e-71	271	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
gma-MIR172e	Chr11	GWHAAEV00000011.1	37450813	37450965	minus	99.346	100	153	153	1	153	37450965	37450813	1.91e-71	272	  Chromosome 11   Complete=T   Circular=F   OriSeqID=Chr11   Len=40746315
gma-MIR172f	Chr11	GWHAAEV00000011.1	17049616	17049748	plus	100.000	100	133	133	1	133	17049616	17049748	2.71e-62	241	  Chromosome 11   Complete=T   Circular=F   OriSeqID=Chr11   Len=40746315
gma-MIR172g	Chr10	GWHAAEV00000010.1	34526285	34526398	minus	100.000	100	114	114	1	114	34526398	34526285	4.57e-52	206	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
gma-MIR172h	Chr10	GWHAAEV00000010.1	46570666	46570756	plus	100.000	100	91	91	1	91	46570666	46570756	1.04e-39	165	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
gma-MIR172i	Chr15	GWHAAEV00000015.1	2973007	2973167	minus	100.000	100	161	161	1	161	2973167	2973007	2.17e-77	291	  Chromosome 15   Complete=T   Circular=F   OriSeqID=Chr15   Len=53421904
gma-MIR172j	Chr20	GWHAAEV00000020.1	46327372	46327461	minus	100.000	100	90	90	1	90	46327461	46327372	3.57e-39	163	  Chromosome 20   Complete=T   Circular=F   OriSeqID=Chr20   Len=52284028
gma-MIR172k	Chr12	GWHAAEV00000012.1	37845835	37845968	plus	100.000	100	134	134	1	134	37845835	37845968	7.85e-63	242	  Chromosome 12   Complete=T   Circular=F   OriSeqID=Chr12   Len=44494750
gma-MIR172l	Chr13	GWHAAEV00000013.1	44288030	44288207	plus	100.000	100	178	178	1	178	44288030	44288207	1.45e-86	322	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
gma-MIR2107	Chr01	GWHAAEV00000001.1	10908988	10909041	minus	100.000	100	54	54	1	54	10909041	10908988	5.42e-20	98.7	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
gma-MIR2108a	Chr17	GWHAAEV00000017.1	24105243	24105300	plus	100.000	100	58	58	1	58	24105243	24105300	4.20e-22	105	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
gma-MIR2108b	Chr05	GWHAAEV00000005.1	14206141	14206207	plus	100.000	100	67	67	1	67	14206141	14206207	6.87e-27	122	  Chromosome 5   Complete=T   Circular=F   OriSeqID=Chr05   Len=45299532
gma-MIR2109	Chr04	GWHAAEV00000004.1	37996622	37996692	minus	100.000	100	71	71	1	71	37996692	37996622	5.10e-29	129	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
gma-MIR2111a	Chr01	GWHAAEV00000001.1	35185878	35185985	plus	100.000	100	108	108	1	108	35185878	35185985	7.78e-49	196	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
gma-MIR2111b	Chr18	GWHAAEV00000018.1	48222118	48222201	minus	100.000	100	84	84	1	84	48222201	48222118	5.82e-36	152	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
gma-MIR2111c	Chr18	GWHAAEV00000018.1	48250450	48250608	minus	100.000	100	159	159	1	159	48250608	48250450	2.61e-76	288	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
gma-MIR2111d	Chr01	GWHAAEV00000001.1	35185873	35185990	plus	100.000	100	118	118	1	118	35185873	35185990	3.23e-54	214	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
gma-MIR2111e	Chr07	GWHAAEV00000007.1	16424445	16424532	minus	100.000	100	88	88	1	88	16424532	16424445	4.20e-38	159	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
gma-MIR2111f	Chr07	GWHAAEV00000007.1	16449006	16449088	minus	100.000	100	83	83	1	83	16449088	16449006	2.00e-35	150	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
gma-MIR2118a	Chr20	GWHAAEV00000020.1	40692119	40692288	plus	100.000	100	170	170	1	170	40692119	40692288	3.02e-82	307	  Chromosome 20   Complete=T   Circular=F   OriSeqID=Chr20   Len=52284028
gma-MIR2118b	Chr10	GWHAAEV00000010.1	51698200	51698309	minus	99.091	100	110	110	1	110	51698309	51698200	2.75e-48	195	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
gma-MIR2119	Chr01	GWHAAEV00000001.1	7783398	7783533	minus	100.000	100	136	136	1	136	7783533	7783398	6.56e-64	246	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
gma-MIR2606a	Chr20	GWHAAEV00000020.1	38240770	38240953	plus	99.457	100	184	184	1	184	38240770	38240953	3.54e-88	328	  Chromosome 20   Complete=T   Circular=F   OriSeqID=Chr20   Len=52284028
gma-MIR2606b	Chr06	GWHAAEV00000006.1	38754063	38754246	minus	98.370	100	184	183	1	183	38754246	38754063	2.22e-84	315	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
gma-MIR319a	Chr05	GWHAAEV00000005.1	42494492	42494698	minus	100.000	100	207	207	1	207	42494698	42494492	3.11e-102	374	  Chromosome 5   Complete=T   Circular=F   OriSeqID=Chr05   Len=45299532
gma-MIR319b	Chr08	GWHAAEV00000008.1	1664526	1664733	minus	100.000	100	208	208	1	208	1664733	1664526	8.95e-103	376	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
gma-MIR319c	Chr14	GWHAAEV00000014.1	49272869	49273089	minus	100.000	100	221	221	1	221	49273089	49272869	8.42e-110	399	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
gma-MIR319d	Chr15	GWHAAEV00000015.1	43235525	43235714	minus	100.000	100	190	190	1	190	43235714	43235525	4.78e-93	343	  Chromosome 15   Complete=T   Circular=F   OriSeqID=Chr15   Len=53421904
gma-MIR319e	Chr14	GWHAAEV00000014.1	51271055	51271244	plus	100.000	100	190	190	1	190	51271055	51271244	4.78e-93	343	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
gma-MIR319f	Chr10	GWHAAEV00000010.1	51436222	51436316	minus	100.000	100	95	95	1	95	51436316	51436222	7.44e-42	172	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
gma-MIR319g	Chr02	GWHAAEV00000002.1	44389155	44389352	plus	100.000	100	198	198	1	198	44389155	44389352	2.28e-97	358	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
gma-MIR319h	Chr02	GWHAAEV00000002.1	46228447	46228632	plus	99.462	100	186	186	1	186	46228447	46228632	2.94e-89	332	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
gma-MIR319i	Chr04	GWHAAEV00000004.1	50568116	50568309	plus	100.000	100	194	194	1	194	50568116	50568309	3.30e-95	351	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
gma-MIR319j	Chr11	GWHAAEV00000011.1	1401948	1402126	plus	100.000	100	179	179	1	179	1401948	1402126	4.17e-87	324	  Chromosome 11   Complete=T   Circular=F   OriSeqID=Chr11   Len=40746315
gma-MIR319k	Chr11	GWHAAEV00000011.1	34347175	34347360	plus	100.000	100	186	186	1	186	34347175	34347360	6.92e-91	336	  Chromosome 11   Complete=T   Circular=F   OriSeqID=Chr11   Len=40746315
gma-MIR319l	Chr17	GWHAAEV00000017.1	9222543	9222644	minus	100.000	100	102	102	1	102	9222644	9222543	1.30e-45	185	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
gma-MIR319m	Chr18	GWHAAEV00000018.1	4372741	4372930	minus	100.000	100	190	190	1	190	4372930	4372741	4.78e-93	343	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
gma-MIR319n	Chr13	GWHAAEV00000013.1	29439225	29439320	minus	100.000	100	96	96	1	96	29439320	29439225	2.16e-42	174	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
gma-MIR319o	Chr06	GWHAAEV00000006.1	11485540	11485734	minus	100.000	100	195	195	1	195	11485734	11485540	9.52e-96	352	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
gma-MIR319p	Chr06	GWHAAEV00000006.1	22631746	22631824	plus	100.000	100	79	79	1	79	22631746	22631824	2.75e-33	143	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
gma-MIR319q	Chr02	GWHAAEV00000002.1	44389161	44389344	plus	100.000	100	184	184	1	184	44389161	44389344	8.33e-90	333	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
gma-MIR3522	Chr15	GWHAAEV00000015.1	4410272	4410358	plus	100.000	100	87	87	1	87	4410272	4410358	1.44e-37	158	  Chromosome 15   Complete=T   Circular=F   OriSeqID=Chr15   Len=53421904
gma-MIR390a	Chr03	GWHAAEV00000003.1	6250381	6250485	minus	100.000	100	105	105	1	105	6250485	6250381	3.19e-47	190	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
gma-MIR390b	Chr14	GWHAAEV00000014.1	50383194	50383296	plus	99.029	100	103	103	1	103	50383194	50383296	1.61e-44	182	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
gma-MIR390c	Chr01	GWHAAEV00000001.1	45662140	45662229	plus	100.000	100	90	90	1	90	45662140	45662229	3.57e-39	163	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
gma-MIR390d	Chr02	GWHAAEV00000002.1	45471817	45471913	plus	100.000	100	97	97	1	97	45471817	45471913	6.29e-43	176	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
gma-MIR390e	Chr18	GWHAAEV00000018.1	51539022	51539148	plus	100.000	100	127	127	1	127	51539022	51539148	4.62e-59	230	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
gma-MIR390f	Chr11	GWHAAEV00000011.1	20906407	20906509	minus	100.000	100	103	103	1	103	20906509	20906407	3.78e-46	187	  Chromosome 11   Complete=T   Circular=F   OriSeqID=Chr11   Len=40746315
gma-MIR390g	Chr18	GWHAAEV00000018.1	5153069	5153170	minus	100.000	100	102	102	1	102	5153170	5153069	1.30e-45	185	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
gma-MIR391	Chr13	GWHAAEV00000013.1	43486651	43486760	plus	100.000	100	110	110	1	110	43486651	43486760	6.47e-50	199	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
gma-MIR393a	Chr11	GWHAAEV00000011.1	38066940	38067059	plus	100.000	100	120	120	1	120	38066940	38067059	2.71e-55	217	  Chromosome 11   Complete=T   Circular=F   OriSeqID=Chr11   Len=40746315
gma-MIR393b	Chr01	GWHAAEV00000001.1	44787097	44787212	minus	100.000	100	116	116	1	116	44787212	44787097	3.84e-53	210	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
gma-MIR393c	Chr02	GWHAAEV00000002.1	47653198	47653310	minus	100.000	100	113	113	1	113	47653310	47653198	1.58e-51	205	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
gma-MIR393d	Chr10	GWHAAEV00000010.1	27972751	27972873	minus	100.000	100	123	123	1	123	27972873	27972751	6.58e-57	223	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
gma-MIR393e	Chr14	GWHAAEV00000014.1	5047329	5047469	plus	100.000	100	141	141	1	141	5047329	5047469	1.33e-66	255	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
gma-MIR393f	Chr18	GWHAAEV00000018.1	2517539	2517656	minus	100.000	100	118	118	1	118	2517656	2517539	3.23e-54	214	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
gma-MIR393g	Chr10	GWHAAEV00000010.1	27972753	27972871	minus	97.479	100	119	119	1	119	27972871	27972753	2.06e-50	202	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
gma-MIR393h	Chr09	GWHAAEV00000009.1	35972233	35972379	plus	100.000	100	147	147	1	147	35972233	35972379	7.73e-70	266	  Chromosome 9   Complete=T   Circular=F   OriSeqID=Chr09   Len=51486896
gma-MIR393i	Chr10	GWHAAEV00000010.1	48960348	48960485	plus	100.000	100	138	138	1	138	48960348	48960485	5.49e-65	250	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
gma-MIR393j	Chr16	GWHAAEV00000016.1	35033633	35033785	plus	100.000	99	153	154	1	153	35033633	35033785	4.53e-73	277	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
gma-MIR393k	Chr20	GWHAAEV00000020.1	44106509	44106650	minus	100.000	100	142	142	1	142	44106650	44106509	3.83e-67	257	  Chromosome 20   Complete=T   Circular=F   OriSeqID=Chr20   Len=52284028
gma-MIR394a	Chr17	GWHAAEV00000017.1	42219792	42219948	plus	100.000	100	157	157	1	157	42219792	42219948	3.12e-75	284	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
gma-MIR394b	Chr14	GWHAAEV00000014.1	52749220	52749323	plus	100.000	100	104	104	1	104	52749220	52749323	1.10e-46	188	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
gma-MIR394c	Chr04	GWHAAEV00000004.1	1563004	1563113	minus	100.000	100	110	110	1	110	1563113	1563004	6.47e-50	199	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
gma-MIR394d	Chr15	GWHAAEV00000015.1	3862965	3863047	plus	100.000	100	83	83	1	83	3862965	3863047	2.00e-35	150	  Chromosome 15   Complete=T   Circular=F   OriSeqID=Chr15   Len=53421904
gma-MIR394e	Chr05	GWHAAEV00000005.1	39050439	39050549	plus	100.000	100	111	111	1	111	39050439	39050549	1.88e-50	201	  Chromosome 5   Complete=T   Circular=F   OriSeqID=Chr05   Len=45299532
gma-MIR394f	Chr08	GWHAAEV00000008.1	9948002	9948083	plus	98.780	98	82	84	3	84	9948002	9948083	3.02e-33	144	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
gma-MIR394g	Chr06	GWHAAEV00000006.1	1531711	1531790	minus	100.000	100	80	80	1	80	1531790	1531711	8.03e-34	145	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
gma-MIR395a	Chr01	GWHAAEV00000001.1	5394910	5395019	plus	100.000	100	110	110	1	110	5394910	5395019	6.47e-50	199	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
gma-MIR395b	Chr02	GWHAAEV00000002.1	1768516	1768610	minus	100.000	100	95	95	1	95	1768610	1768516	7.44e-42	172	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
gma-MIR395c	Chr08	GWHAAEV00000008.1	43539683	43539769	plus	100.000	100	87	87	1	87	43539683	43539769	1.44e-37	158	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
gma-MIR395d	Chr08	GWHAAEV00000008.1	43480028	43480148	minus	100.000	100	121	121	1	121	43480148	43480028	7.85e-56	219	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
gma-MIR395e	Chr08	GWHAAEV00000008.1	43489094	43489210	minus	100.000	100	117	117	1	117	43489210	43489094	1.11e-53	212	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
gma-MIR395f	Chr08	GWHAAEV00000008.1	43503615	43503736	minus	100.000	100	122	122	1	122	43503736	43503615	2.27e-56	221	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
gma-MIR395g	Chr08	GWHAAEV00000008.1	43509983	43510110	minus	100.000	100	128	128	1	128	43510110	43509983	1.34e-59	232	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
gma-MIR395h	Chr01	GWHAAEV00000001.1	5368677	5368789	minus	100.000	100	113	113	1	113	5368789	5368677	1.58e-51	205	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
gma-MIR395i	Chr01	GWHAAEV00000001.1	5374205	5374320	minus	100.000	100	116	116	1	116	5374320	5374205	3.84e-53	210	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
gma-MIR395j	Chr01	GWHAAEV00000001.1	5387118	5387243	minus	100.000	100	126	126	1	126	5387243	5387118	1.60e-58	228	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
gma-MIR395k	Chr01	GWHAAEV00000001.1	5389588	5389713	minus	100.000	100	126	126	1	126	5389713	5389588	1.60e-58	228	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
gma-MIR395l	Chr02	GWHAAEV00000002.1	1781405	1781538	plus	100.000	100	134	134	1	134	1781405	1781538	7.85e-63	242	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
gma-MIR395m	Chr02	GWHAAEV00000002.1	1795658	1795757	plus	100.000	100	100	100	1	100	1795658	1795757	1.54e-44	181	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
gma-MIR396a	Chr13	GWHAAEV00000013.1	28708496	28708635	minus	100.000	100	140	140	1	140	28708635	28708496	4.59e-66	253	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
gma-MIR396b	Chr13	GWHAAEV00000013.1	28700293	28700418	plus	100.000	100	126	126	1	126	28700293	28700418	1.60e-58	228	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
gma-MIR396c	Chr13	GWHAAEV00000013.1	46448920	46449036	plus	100.000	100	117	117	1	117	46448920	46449036	1.11e-53	212	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
gma-MIR396d	Chr17	GWHAAEV00000017.1	8841723	8841830	minus	100.000	100	108	108	1	108	8841830	8841723	7.78e-49	196	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
gma-MIR396e	Chr17	GWHAAEV00000017.1	35759188	35759301	minus	100.000	100	114	114	1	114	35759301	35759188	4.57e-52	206	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
gma-MIR396f	Chr15	GWHAAEV00000015.1	633035	633185	minus	100.000	100	151	151	1	151	633185	633035	5.38e-72	273	  Chromosome 15   Complete=T   Circular=F   OriSeqID=Chr15   Len=53421904
gma-MIR396g	Chr17	GWHAAEV00000017.1	8841725	8841875	minus	100.000	100	151	151	1	151	8841875	8841725	5.38e-72	273	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
gma-MIR396h	Chr14	GWHAAEV00000014.1	14012174	14012321	plus	100.000	100	148	148	1	148	14012174	14012321	2.23e-70	268	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
