Query_ID	Chr	Subject_ID	Genome_start	Genome_end	S_strand	Pident	Qcovs	Aln_Length	Q_length	Q_start	Q_end	S_start	S_end	Evalue	Bitscore	Subject_description
Gma-MIR393a|PmiREN0012184|Gm11:36988463-36988605(+)	Chr11	GWHAAEV00000011.1	38066950	38067051	plus	100.000	100	102	102	1	102	38066950	38067051	1.30e-45	185	  Chromosome 11   Complete=T   Circular=F   OriSeqID=Chr11   Len=40746315
Gma-MIR393b|PmiREN0012185|Gm01:43381596-43381736(-)	Chr01	GWHAAEV00000001.1	44787102	44787201	minus	100.000	100	100	100	1	100	44787201	44787102	1.54e-44	181	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR393c|PmiREN0012186|Gm02:45875821-45875957(-)	Chr02	GWHAAEV00000002.1	47653205	47653300	minus	100.000	100	96	96	1	96	47653300	47653205	2.16e-42	174	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR393d|PmiREN0012187|Gm10:25720551-25720693(-)	Chr10	GWHAAEV00000010.1	27972760	27972861	minus	100.000	100	102	102	1	102	27972861	27972760	1.30e-45	185	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
Gma-MIR393e|PmiREN0012188|Gm14:5053662-5053826(+)	Chr14	GWHAAEV00000014.1	5047339	5047462	plus	100.000	100	124	124	1	124	5047339	5047462	1.91e-57	224	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
Gma-MIR393f|PmiREN0012189|Gm18:2408691-2408832(-)	Chr18	GWHAAEV00000018.1	2517546	2517646	minus	100.000	100	101	101	1	101	2517646	2517546	4.48e-45	183	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
Gma-MIR393g|PmiREN0012190|Gm20:26024246-26024388(-)	Chr10	GWHAAEV00000010.1	27972761	27972861	minus	98.020	99	101	102	1	101	27972861	27972761	2.35e-42	174	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
Gma-MIR393h|PmiREN0012191|Gm09:35167872-35168034(+)	Chr09	GWHAAEV00000009.1	35972247	35972368	plus	100.000	100	122	122	1	122	35972247	35972368	2.27e-56	221	  Chromosome 9   Complete=T   Circular=F   OriSeqID=Chr09   Len=51486896
Gma-MIR393i|PmiREN0012192|Gm10:46502008-46502163(+)	Chr10	GWHAAEV00000010.1	48960361	48960475	plus	100.000	100	115	115	1	115	48960361	48960475	1.33e-52	208	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
Gma-MIR393j|PmiREN0012193|Gm16:34602777-34602946(+)	Chr16	GWHAAEV00000016.1	35033647	35033775	plus	100.000	100	129	129	1	129	35033647	35033775	3.87e-60	233	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
Gma-MIR393k|PmiREN0012194|Gm20:39754510-39754667(-)	Chr20	GWHAAEV00000020.1	44106520	44106636	minus	100.000	100	117	117	1	117	44106636	44106520	1.11e-53	212	  Chromosome 20   Complete=T   Circular=F   OriSeqID=Chr20   Len=52284028
Gma-MIR394a|PmiREN0012195|Gm17:41620917-41621039(+)	Chr17	GWHAAEV00000017.1	42219830	42219911	plus	100.000	100	82	82	1	82	42219830	42219911	6.84e-35	149	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
Gma-MIR394b|PmiREN0012196|Gm14:49635430-49635551(+)	Chr14	GWHAAEV00000014.1	52749232	52749312	plus	100.000	100	81	81	1	81	52749232	52749312	2.34e-34	147	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
Gma-MIR394c|PmiREN0012197|Gm04:1553053-1553191(-)	Chr04	GWHAAEV00000004.1	1563007	1563104	minus	100.000	100	98	98	1	98	1563104	1563007	1.83e-43	178	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
Gma-MIR394d|PmiREN0012198|Gm15:3771776-3771878(+)	Chr15	GWHAAEV00000015.1	3862975	3863036	plus	100.000	100	62	62	1	62	3862975	3863036	3.19e-24	113	  Chromosome 15   Complete=T   Circular=F   OriSeqID=Chr15   Len=53421904
Gma-MIR394e|PmiREN0012199|Gm05:36048294-36048426(+)	Chr05	GWHAAEV00000005.1	39050449	39050540	plus	100.000	100	92	92	1	92	39050449	39050540	3.02e-40	167	  Chromosome 5   Complete=T   Circular=F   OriSeqID=Chr05   Len=45299532
Gma-MIR394f|PmiREN0012200|Gm08:9874994-9875099(+)	Chr08	GWHAAEV00000008.1	9948010	9948074	plus	98.462	100	65	65	1	65	9948010	9948074	3.38e-24	113	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR394g|PmiREN0012201|Gm06:1509366-1509473(-)	Chr06	GWHAAEV00000006.1	1531714	1531780	minus	100.000	100	67	67	1	67	1531780	1531714	6.87e-27	122	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
Gma-MIR395aa|PmiREN0012543|Gm08:40843026-40843161(-)	Chr08	GWHAAEV00000008.1	43489104	43489198	minus	100.000	100	95	95	1	95	43489198	43489104	7.44e-42	172	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR395a|PmiREN0012202|Gm01:4831687-4831809(+)	Chr01	GWHAAEV00000001.1	5394925	5395006	plus	100.000	100	82	82	1	82	5394925	5395006	6.84e-35	149	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR395b|PmiREN0012203|Gm02:1729584-1729706(-)	Chr02	GWHAAEV00000002.1	1768522	1768603	minus	100.000	100	82	82	1	82	1768603	1768522	6.84e-35	149	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR395c|PmiREN0012204|Gm08:40893595-40893714(+)	Chr08	GWHAAEV00000008.1	43539688	43539766	plus	100.000	100	79	79	1	79	43539688	43539766	2.75e-33	143	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR395d|PmiREN0012205|Gm08:40833973-40834112(-)	Chr08	GWHAAEV00000008.1	43480038	43480136	minus	100.000	100	99	99	1	99	43480136	43480038	5.31e-44	179	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR395e|PmiREN0012206|Gm08:40842846-40843087(-)	Chr08	GWHAAEV00000008.1	43488924	43489124	minus	100.000	100	201	201	1	201	43489124	43488924	5.46e-99	363	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR395f|PmiREN0012207|Gm08:40857537-40857677(-)	Chr08	GWHAAEV00000008.1	43503625	43503724	minus	100.000	100	100	100	1	100	43503724	43503625	1.54e-44	181	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR395g|PmiREN0012208|Gm08:40863912-40864057(-)	Chr08	GWHAAEV00000008.1	43509993	43510097	minus	100.000	100	105	105	1	105	43510097	43509993	3.19e-47	190	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR395h|PmiREN0012209|Gm08:40865672-40865796(+)	Chr08	GWHAAEV00000008.1	43511753	43511836	plus	100.000	100	84	84	1	84	43511753	43511836	5.82e-36	152	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR395i|PmiREN0012210|Gm01:4811094-4811220(-)	Chr01	GWHAAEV00000001.1	5374217	5374302	minus	100.000	100	86	86	1	86	5374302	5374217	4.95e-37	156	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR395j|PmiREN0012211|Gm01:4824008-4824143(-)	Chr01	GWHAAEV00000001.1	5387130	5387224	minus	100.000	100	95	95	1	95	5387224	5387130	7.44e-42	172	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR395k|PmiREN0012212|Gm01:4826478-4826614(-)	Chr01	GWHAAEV00000001.1	5389600	5389695	minus	100.000	100	96	96	1	96	5389695	5389600	2.16e-42	174	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR395l|PmiREN0012213|Gm02:1742477-1742618(+)	Chr02	GWHAAEV00000002.1	1781427	1781527	plus	100.000	100	101	101	1	101	1781427	1781527	4.48e-45	183	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR395m|PmiREN0012214|Gm02:1756732-1756839(+)	Chr02	GWHAAEV00000002.1	1795680	1795746	plus	100.000	100	67	67	1	67	1795680	1795746	6.87e-27	122	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR395n|PmiREN0012215|Gm18:15982337-15982454(-)	Chr18	GWHAAEV00000018.1	15740234	15740310	minus	100.000	100	77	77	1	77	15740310	15740234	3.22e-32	140	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
Gma-MIR395o|PmiREN0012216|Gm18:15993324-15993445(-)	Chr18	GWHAAEV00000018.1	15751241	15751321	minus	100.000	100	81	81	1	81	15751321	15751241	2.34e-34	147	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
Gma-MIR395p|PmiREN0012217|Gm18:16071456-16071589(-)	Chr18	GWHAAEV00000018.1	15826857	15826949	minus	100.000	100	93	93	1	93	15826949	15826857	8.79e-41	168	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
Gma-MIR395q|PmiREN0012218|Gm02:1776243-1776379(+)	Chr02	GWHAAEV00000002.1	1812249	1812344	plus	100.000	100	96	96	1	96	1812249	1812344	2.16e-42	174	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR395r|PmiREN0012219|Gm01:4801610-4801749(-)	Chr01	GWHAAEV00000001.1	5364737	5364835	minus	100.000	100	99	99	1	99	5364835	5364737	5.31e-44	179	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR395s|PmiREN0012220|Gm02:1772501-1772639(+)	Chr02	GWHAAEV00000002.1	1808525	1808622	plus	100.000	100	98	98	1	98	1808525	1808622	1.83e-43	178	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR395t|PmiREN0012221|Gm01:4773609-4773738(-)	Chr01	GWHAAEV00000001.1	5336713	5336801	minus	100.000	100	89	89	1	89	5336801	5336713	1.22e-38	161	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR395u|PmiREN0012222|Gm02:1765441-1765565(+)	Chr02	GWHAAEV00000002.1	1804290	1804373	plus	100.000	100	84	84	1	84	1804290	1804373	5.82e-36	152	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR395v|PmiREN0012223|Gm02:1778443-1778577(+)	Chr02	GWHAAEV00000002.1	1814449	1814542	plus	100.000	100	94	94	1	94	1814449	1814542	2.56e-41	170	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR395w|PmiREN0012224|Gm08:40891904-40892032(-)	Chr08	GWHAAEV00000008.1	43537997	43538084	minus	100.000	100	88	88	1	88	43538084	43537997	4.20e-38	159	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR395x|PmiREN0012546|Gm01:4797294-4797428(-)	Chr01	GWHAAEV00000001.1	5360422	5360515	minus	100.000	100	94	94	1	94	5360515	5360422	2.56e-41	170	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR395y|PmiREN0012544|Gm02:1736888-1737084(+)	Chr02	GWHAAEV00000002.1	1775838	1775993	plus	100.000	100	156	156	1	156	1775838	1775993	1.08e-74	282	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR395z|PmiREN0012545|Gm02:1772414-1772561(+)	Chr02	GWHAAEV00000002.1	1808438	1808544	plus	100.000	100	107	107	1	107	1808438	1808544	2.68e-48	194	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR396a|PmiREN0012225|Gm13:26951839-26951982(-)	Chr13	GWHAAEV00000013.1	28708513	28708615	minus	100.000	100	103	103	1	103	28708615	28708513	3.78e-46	187	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
Gma-MIR396b|PmiREN0012226|Gm13:26943639-26943768(+)	Chr13	GWHAAEV00000013.1	28700313	28700401	plus	100.000	100	89	89	1	89	28700313	28700401	1.22e-38	161	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
Gma-MIR396c|PmiREN0012227|Gm13:44596897-44597014(+)	Chr13	GWHAAEV00000013.1	46448940	46449016	plus	100.000	100	77	77	1	77	46448940	46449016	3.22e-32	140	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
Gma-MIR396d|PmiREN0012228|Gm17:8779677-8779806(-)	Chr17	GWHAAEV00000017.1	8841732	8841820	minus	100.000	100	89	89	1	89	8841820	8841732	1.22e-38	161	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
Gma-MIR396e|PmiREN0012229|Gm17:34905030-34905174(-)	Chr17	GWHAAEV00000017.1	35759192	35759295	minus	100.000	100	104	104	1	104	35759295	35759192	1.10e-46	188	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
Gma-MIR396f|PmiREN0012230|Gm15:556361-556478(-)	Chr15	GWHAAEV00000015.1	633054	633130	minus	100.000	100	77	77	1	77	633130	633054	3.22e-32	140	  Chromosome 15   Complete=T   Circular=F   OriSeqID=Chr15   Len=53421904
Gma-MIR396g|PmiREN0012231|Gm04:5443348-5443477(-)	Chr04	GWHAAEV00000004.1	5428433	5428521	minus	100.000	100	89	89	1	89	5428521	5428433	1.22e-38	161	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
Gma-MIR396h|PmiREN0012232|Gm14:14014692-14014840(+)	Chr14	GWHAAEV00000014.1	14012194	14012301	plus	100.000	100	108	108	1	108	14012194	14012301	7.78e-49	196	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
Gma-MIR396i|PmiREN0012233|Gm17:8771485-8771628(+)	Chr17	GWHAAEV00000017.1	8833546	8833648	plus	100.000	100	103	103	1	103	8833546	8833648	3.78e-46	187	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
Gma-MIR396j|PmiREN0012234|Gm16:31723772-31723923(-)	Chr16	GWHAAEV00000016.1	32126648	32126758	minus	100.000	100	111	111	1	111	32126758	32126648	1.88e-50	201	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
Gma-MIR397a|PmiREN0012236|Gm08:4642859-4642991(-)	Chr08	GWHAAEV00000008.1	4662114	4662205	minus	100.000	100	92	92	1	92	4662205	4662114	3.02e-40	167	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR397b|PmiREN0012237|Gm13:34999753-34999899(-)	Chr13	GWHAAEV00000013.1	36660527	36660632	minus	100.000	100	106	106	1	106	36660632	36660527	9.25e-48	192	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
Gma-MIR397c|PmiREN0012238|Gm07:17355073-17355183(-)	Chr07	GWHAAEV00000007.1	17443804	17443873	minus	100.000	100	70	70	1	70	17443873	17443804	1.74e-28	127	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
Gma-MIR397d|PmiREN0012239|Gm07:36007776-36007908(+)	Chr07	GWHAAEV00000007.1	37651652	37651743	plus	100.000	100	92	92	1	92	37651652	37651743	3.02e-40	167	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
Gma-MIR398a|PmiREN0012240|Gm01:7196969-7197098(-)	Chr01	GWHAAEV00000001.1	7783689	7783777	minus	100.000	100	89	89	1	89	7783777	7783689	1.22e-38	161	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR398b|PmiREN0012241|Gm02:11041784-11041916(-)	Chr02	GWHAAEV00000002.1	11184396	11184487	minus	100.000	100	92	92	1	92	11184487	11184396	3.02e-40	167	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR398c|PmiREN0012242|Gm08:14313160-14313293(-)	Chr08	GWHAAEV00000008.1	14399413	14399505	minus	100.000	100	93	93	1	93	14399505	14399413	8.79e-41	168	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR398d|PmiREN0012243|Gm02:47926739-47926875(+)	Chr02	GWHAAEV00000002.1	49697133	49697228	plus	100.000	100	96	96	1	96	49697133	49697228	2.16e-42	174	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR398e|PmiREN0012244|Gm14:2690362-2690501(-)	Chr14	GWHAAEV00000014.1	2738003	2738101	minus	98.990	100	99	99	1	99	2738101	2738003	2.26e-42	175	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
Gma-MIR399a|PmiREN0012245|Gm10:46920011-46920123(+)	Chr10	GWHAAEV00000010.1	49386489	49386560	plus	100.000	100	72	72	1	72	49386489	49386560	1.50e-29	131	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
Gma-MIR399b|PmiREN0012246|Gm16:36332021-36332139(+)	Chr16	GWHAAEV00000016.1	36393756	36393833	plus	100.000	100	78	78	1	78	36393756	36393833	9.40e-33	141	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
Gma-MIR399c|PmiREN0012247|Gm20:39334961-39335073(-)	Chr20	GWHAAEV00000020.1	43679603	43679674	minus	100.000	100	72	72	1	72	43679674	43679603	1.50e-29	131	  Chromosome 20   Complete=T   Circular=F   OriSeqID=Chr20   Len=52284028
Gma-MIR399d|PmiREN0012248|Gm05:35263333-35263436(-)	Chr05	GWHAAEV00000005.1	38264681	38264760	minus	100.000	100	80	80	1	80	38264760	38264681	8.03e-34	145	  Chromosome 5   Complete=T   Circular=F   OriSeqID=Chr05   Len=45299532
Gma-MIR399e|PmiREN0012249|Gm05:35272352-35272489(-)	Chr05	GWHAAEV00000005.1	38273777	38273873	minus	100.000	100	97	97	1	97	38273873	38273777	6.29e-43	176	  Chromosome 5   Complete=T   Circular=F   OriSeqID=Chr05   Len=45299532
Gma-MIR399f|PmiREN0012250|Gm08:9113949-9114074(-)	Chr08	GWHAAEV00000008.1	9188296	9188380	minus	100.000	100	85	85	1	85	9188380	9188296	1.70e-36	154	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR399g|PmiREN0012251|Gm08:9121939-9122072(-)	Chr08	GWHAAEV00000008.1	9196265	9196357	minus	100.000	100	93	93	1	93	9196357	9196265	8.79e-41	168	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR399h|PmiREN0012252|Gm09:37648083-37648214(+)	Chr09	GWHAAEV00000009.1	38585360	38585450	plus	100.000	100	91	91	1	91	38585360	38585450	1.04e-39	165	  Chromosome 9   Complete=T   Circular=F   OriSeqID=Chr09   Len=51486896
Gma-MIR399i|PmiREN0012253|Gm15:6553648-6553764(+)	Chr15	GWHAAEV00000015.1	6625389	6625464	plus	100.000	100	76	76	1	76	6625389	6625464	1.10e-31	138	  Chromosome 15   Complete=T   Circular=F   OriSeqID=Chr15   Len=53421904
Gma-MIR399j|PmiREN0012254|Gm05:35256122-35256240(+)	Chr05	GWHAAEV00000005.1	38257545	38257622	plus	100.000	100	78	78	1	78	38257545	38257622	9.40e-33	141	  Chromosome 5   Complete=T   Circular=F   OriSeqID=Chr05   Len=45299532
Gma-MIR399k|PmiREN0012255|Gm08:9109760-9109878(+)	Chr08	GWHAAEV00000008.1	9184107	9184184	plus	100.000	100	78	78	1	78	9184107	9184184	9.40e-33	141	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR399l|PmiREN0012256|Gm09:37641182-37641328(+)	Chr09	GWHAAEV00000009.1	38578460	38578565	plus	100.000	100	106	106	1	106	38578460	38578565	9.25e-48	192	  Chromosome 9   Complete=T   Circular=F   OriSeqID=Chr09   Len=51486896
Gma-MIR399m|PmiREN0012257|Gm10:46924084-46924217(+)	Chr10	GWHAAEV00000010.1	49390578	49390670	plus	100.000	100	93	93	1	93	49390578	49390670	8.79e-41	168	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
Gma-MIR399n|PmiREN0012258|Gm16:36326168-36326312(+)	Chr16	GWHAAEV00000016.1	36387903	36388006	plus	100.000	100	104	104	1	104	36387903	36388006	1.10e-46	188	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
Gma-MIR399o|PmiREN0012259|Gm20:39331800-39331933(-)	Chr20	GWHAAEV00000020.1	43676442	43676534	minus	100.000	100	93	93	1	93	43676534	43676442	8.79e-41	168	  Chromosome 20   Complete=T   Circular=F   OriSeqID=Chr20   Len=52284028
Gma-MIR399p|PmiREN0012260|Gm05:35267875-35268011(-)	Chr05	GWHAAEV00000005.1	38269254	38269349	minus	100.000	100	96	96	1	96	38269349	38269254	2.16e-42	174	  Chromosome 5   Complete=T   Circular=F   OriSeqID=Chr05   Len=45299532
Gma-MIR399q|PmiREN0012261|Gm08:9118336-9118481(-)	Chr08	GWHAAEV00000008.1	9192652	9192756	minus	100.000	100	105	105	1	105	9192756	9192652	3.19e-47	190	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR399r|PmiREN0012547|Gm05:35263324-35263442(-)	Chr05	GWHAAEV00000005.1	38264682	38264759	minus	100.000	100	78	78	1	78	38264759	38264682	9.40e-33	141	  Chromosome 5   Complete=T   Circular=F   OriSeqID=Chr05   Len=45299532
Gma-MIR399s|PmiREN0012263|Gm08:9107475-9107600(-)	Chr08	GWHAAEV00000008.1	9181822	9181906	minus	100.000	100	85	85	1	85	9181906	9181822	1.70e-36	154	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR399t|PmiREN0012548|Gm13:33349235-33349345(-)	Chr13	GWHAAEV00000013.1	34933529	34933598	minus	98.571	100	70	70	1	70	34933598	34933529	7.40e-27	123	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
Gma-MIR403a|PmiREN0012264|Gm02:1041714-1041829(+)	Chr02	GWHAAEV00000002.1	1079869	1079943	plus	100.000	100	75	75	1	75	1079869	1079943	3.76e-31	136	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR403b|PmiREN0012265|Gm10:1079396-1079501(+)	Chr10	GWHAAEV00000010.1	1243575	1243639	plus	100.000	100	65	65	1	65	1243575	1243639	7.94e-26	118	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
Gma-MIR408a|PmiREN0012266|Gm02:837141-837291(+)	Chr02	GWHAAEV00000002.1	865043	865152	plus	100.000	100	110	110	1	110	865043	865152	6.47e-50	199	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR408b|PmiREN0012267|Gm03:43791744-43791901(-)	Chr03	GWHAAEV00000003.1	44481323	44481439	minus	100.000	100	117	117	1	117	44481439	44481323	1.11e-53	212	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
Gma-MIR408c|PmiREN0012268|Gm10:37241338-37241490(-)	Chr10	GWHAAEV00000010.1	39588097	39588208	minus	100.000	100	112	112	1	112	39588208	39588097	5.44e-51	203	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
Gma-MIR408d|PmiREN0012269|Gm19:47808775-47808932(-)	Chr19	GWHAAEV00000019.1	48789704	48789820	minus	100.000	100	117	117	1	117	48789820	48789704	1.11e-53	212	  Chromosome 19   Complete=T   Circular=F   OriSeqID=Chr19   Len=52317195
Gma-MIR4340|PmiREN0012328|Gm19:2078573-2078638(-)	Chr19	GWHAAEV00000019.1	2075044	2075096	plus	96.226	100	53	53	1	53	2075044	2075096	9.44e-17	87.8	  Chromosome 19   Complete=T   Circular=F   OriSeqID=Chr19   Len=52317195
Gma-MIR4345|PmiREN0012329|Gm14:49551206-49551329(-)	Chr14	GWHAAEV00000014.1	52663403	52663485	minus	100.000	100	83	83	1	83	52663485	52663403	2.00e-35	150	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
Gma-MIR4347|PmiREN0012330|Gm12:2829784-2829983(+)	Chr12	GWHAAEV00000012.1	2906407	2906565	plus	100.000	100	159	159	1	159	2906407	2906565	2.61e-76	288	  Chromosome 12   Complete=T   Circular=F   OriSeqID=Chr12   Len=44494750
Gma-MIR4348a|PmiREN0012331|Gm12:38771179-38771351(-)	Chr12	GWHAAEV00000012.1	41581532	41581663	minus	99.242	100	132	132	1	132	41581663	41581532	3.99e-60	234	  Chromosome 12   Complete=T   Circular=F   OriSeqID=Chr12   Len=44494750
Gma-MIR4348b|PmiREN0012332|Gm12:38748391-38748609(+)	Chr12	GWHAAEV00000012.1	41564710	41564887	plus	98.315	100	178	178	1	178	41564710	41564887	3.19e-82	308	  Chromosome 12   Complete=T   Circular=F   OriSeqID=Chr12   Len=44494750
Gma-MIR4348c|PmiREN0012333|Gm02:10841133-10841256(+)	Chr02	GWHAAEV00000002.1	10987731	10987844	plus	99.123	100	114	114	1	114	10987731	10987844	1.95e-50	202	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR4351|PmiREN0012334|Gm19:45736231-45736394(+)	Chr19	GWHAAEV00000019.1	46694589	46694711	plus	99.187	100	123	123	1	123	46694589	46694711	2.80e-55	218	  Chromosome 19   Complete=T   Circular=F   OriSeqID=Chr19   Len=52317195
Gma-MIR4352|PmiREN0012335|Gm14:14161768-14161938(+)	Chr14	GWHAAEV00000014.1	14170173	14170312	plus	100.000	100	140	140	1	140	14170173	14170312	4.59e-66	253	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
Gma-MIR4354|PmiREN0012336|Gm09:42912873-42913023(+)	Chr09	GWHAAEV00000009.1	43843560	43843684	plus	97.600	100	125	125	1	125	43843560	43843684	1.22e-53	213	  Chromosome 9   Complete=T   Circular=F   OriSeqID=Chr09   Len=51486896
Gma-MIR4355|PmiREN0012337|Gm18:1370925-1371117(-)	Chr18	GWHAAEV00000018.1	1429934	1430085	minus	100.000	100	152	152	1	152	1430085	1429934	1.56e-72	275	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
Gma-MIR4358|PmiREN0012338|Gm06:3641838-3642004(-)	Chr06	GWHAAEV00000006.1	3652787	3652921	minus	96.296	99	135	136	2	136	3652921	3652787	2.61e-56	222	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
Gma-MIR4364a|PmiREN0012339|Gm13:2106843-2106954(+)	Chr13	GWHAAEV00000013.1	2594322	2594408	plus	100.000	100	87	87	1	87	2594322	2594408	1.44e-37	158	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
Gma-MIR4364b|PmiREN0012340|Gm18:46969522-46969625(+)	Chr18	GWHAAEV00000018.1	49239387	49239486	plus	100.000	100	100	100	1	100	49239387	49239486	1.54e-44	181	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
